ts,cpu_percent,rss_mb,power_w,energy_j_total
1759845321.4307792,65.00,1680.01,9.136,2423.143394
1759845322.4307806,91.00,1678.08,12.049,2435.192313
1759845323.4310284,3.00,1678.45,2.443,2437.635971
1759845324.431035,132.00,1678.45,11.871,2449.507157
1759845325.4310277,99.00,1679.95,12.629,2462.135847
1759845326.43095,97.00,1679.95,11.365,2473.499893
1759845327.4307551,32.00,1674.25,5.562,2479.060914
1759845328.4310374,50.00,1674.25,6.302,2485.364670
1759845329.431031,95.00,1675.50,12.335,2497.699477
1759845330.4309785,117.00,1675.50,11.544,2509.242905
1759845331.431037,51.00,1675.50,8.761,2518.004784
1759845332.4310029,0.00,1675.50,2.859,2520.863724
1759845333.4310143,144.00,1675.63,13.350,2534.213605
1759845334.4310002,141.00,1680.75,11.810,2546.023206
1759845335.4309955,151.00,1680.75,13.422,2559.445230
1759845336.4307773,40.00,1681.00,7.963,2567.406635
1759845337.4308002,15.00,1681.00,3.761,2571.167246
1759845338.4308767,111.00,1681.00,11.330,2582.498149
1759845339.4310284,124.00,1681.00,11.998,2594.497752
1759845340.4308937,103.00,1681.00,11.428,2605.924603
1759845341.4310176,0.00,1681.00,1.982,2607.906776
1759845342.43094,54.00,1681.00,8.861,2616.766677
1759845343.4310105,134.00,1681.00,12.777,2629.544477
1759845344.4310296,156.00,1681.00,13.308,2642.852426
1759845345.4307532,114.00,1681.00,10.840,2653.689251
1759845346.4310296,12.00,1681.00,3.326,2657.016025
1759845347.4310305,62.00,1681.00,8.494,2665.509900
1759845348.4310172,141.00,1681.00,11.998,2677.507611
1759845349.4310312,98.00,1681.00,11.191,2688.698988
1759845350.4307632,1.00,1681.00,2.527,2691.225166
1759845351.430949,81.00,1681.00,9.509,2700.736311
1759845352.431016,133.00,1681.00,11.477,2712.213698
1759845353.4310198,70.00,1681.00,9.742,2721.955922
1759845354.4308944,61.00,1681.00,9.398,2731.353115
1759845355.4310026,0.00,1681.00,2.284,2733.637472
