ts,cpu_percent,rss_mb,power_w,energy_j_total
1759843492.3087096,12.00,1718.37,8.109,5415.680045
1759843493.3087623,11.00,1718.37,7.876,5423.556733
1759843494.3088078,19.00,1718.37,8.286,5431.842784
1759843495.30881,27.00,1718.37,9.618,5441.461106
1759843496.3086884,29.00,1718.37,9.467,5450.926964
1759843497.3088899,35.00,1718.37,10.420,5461.348873
1759843498.3088067,16.00,1718.37,8.499,5469.847264
1759843499.3086889,27.00,1718.37,9.561,5479.407054
1759843500.3089209,8.00,1718.37,7.273,5486.681755
1759843501.30892,20.00,1718.37,8.490,5495.171357
1759843502.3088448,4.00,1718.37,7.878,5503.048900
1759843503.3088112,32.00,1718.37,11.693,5514.741558
1759843504.3088093,25.00,1718.37,9.168,5523.909748
1759843505.308919,47.00,1718.37,11.471,5535.381703
1759843506.308813,15.00,1718.37,7.947,5543.327667
1759843507.3088539,54.00,1718.37,11.627,5554.954834
1759843508.3088102,3.00,1718.37,6.695,5561.649214
1759843509.3087313,41.00,1718.37,10.839,5572.487504
1759843510.308654,14.00,1718.37,8.046,5580.533199
1759843511.3086855,24.00,1718.37,9.101,5589.634860
1759843512.3086548,24.00,1718.37,9.800,5599.434823
1759843513.3087354,55.00,1718.37,12.133,5611.568764
1759843514.3088078,14.00,1718.37,7.998,5619.567584
1759843515.3087993,28.00,1718.37,9.790,5629.357781
1759843516.3086896,8.00,1718.37,7.387,5636.744420
1759843517.3088925,46.00,1718.37,12.232,5648.979069
1759843518.3088052,31.00,1718.37,11.958,5660.936008
1759843519.3088331,40.00,1718.37,11.027,5671.963141
1759843520.308921,15.00,1718.37,8.142,5680.105576
1759843521.3088827,45.00,1718.37,11.606,5691.710710
1759843522.308808,10.00,1718.37,14.902,5706.611734
1759843523.308885,35.00,1718.50,10.824,5717.436474
1759843524.308807,7.00,1718.50,7.095,5724.531122
1759843525.3088,28.00,1718.50,9.887,5734.418242
1759843526.3088076,8.00,1718.50,7.296,5741.713939
1759843527.3086843,39.00,1718.50,13.008,5754.720680
1759843528.3088093,14.00,1718.50,9.892,5764.613844
1759843529.3086934,48.00,1718.50,11.859,5776.471052
1759843530.30869,30.00,1718.50,9.019,5785.489828
1759843531.3086545,26.00,1718.50,9.624,5795.113888
1759843532.3086612,20.00,1718.50,9.308,5804.422030
